quote,code
We never become really and genuinely our entire and honest selves until we are dead / and not then until we have been dead years and years. People ought to start dead and then they would be honest so much earlier.,??
Temperate temperance is best; intemperate temperance injures the cause of temperance,??
"A mother had a slender, small body, but a large heart - a heart so large that everybody's grief and everybody's joy found welcome in it, and hospitable accommodation.",??
Conservatism is the blind and fear-filled worship of dead radicals,??
We all live in the protection of certain cowardices which we call our principles.,??
New Year's Day - Now is the accepted time to make your regular annual good resolutions. Next week you can begin paving hell with them as usual.,??
"The secret of getting ahead is getting started. The secret of getting started is breaking your complex overwhelming tasks into small manageable tasks, and then starting on the first one.",??
When a man arrives at great prosperity God did it: when he falls into disaster he did it himself,??
"Yes, you are right - I am a moralist in disguise; it gets me into heaps of trouble when I go thrashing around in political questions",??
"Troubles are only mental; it is the mind that manufactures them, and the mind can gorge them, banish them, abolish them",??
Laughter without a tinge of philosophy is but a sneeze of humor. Genuine humor is replete with wisdom.,??
"Adam and Eve had many advantages but the principal one was, that they escaped teething",??
"All say, how hard it is that we have to die - a strange complaint to come from the mouths of people who have had to live",??
Substitute damn every time you're inclined to write very; your editor will delete it and the writing will be just as it should be,??
