|0|code
407|[place, i, said, ,, marm, have, you, lost, anything, ., &, she, tumbled, (, DISCOVERED, ), her, leather, was, off, (, GONE, ), --, is, this, it, says, i, ,, giving, it, to, her, --, well, if, you, aint, honest, ,, says, she, ,, but, i, had, n't, got, cheak, enough, to, stand, that, sort, of, talk, ,, so, i, left, her, in, a, hurry, ., When, i, got, here, i, had, $, 1, and, 25, cents, left, &, i, did, n't, get, no, work, for, 3, days, as, i, aint, strong, enough, for, roust, about, on, a, steam, bote, ...]|1
408|[., So, I, chose, an, Australian, magazine, for, vehicle, ,, as, being, far, enough, out, of, the, country, ,, and, set, myself, to, work, on, my, article, ., And, the, ministers, set, the, pumps, going, again, ,, with, the, letter, to, work, the, handles, ., But, meantime, Brother, Page, had, been, agitating, ., He, had, not, visited, the, penitentiary, ,, but, he, had, sent, a, copy, of, the, illustrious, letter, to, the, chaplain, of, that, institution, ,, and, accompanied, it, with, --, apparently, inquiries, ., He, got, an, answer, ,, dated, four, days, later, than, that, other, Brother, 's, reassuring, ...]|1
409|[intervals, the, inky, blackness, of, the, night, vanished, ,, the, houses, over, the, way, glared, out, white, and, blinding, for, a, quivering, instant, ,, then, the, solid, darkness, shut, down, again, and, a, splitting, peal, of, thunder, followed, ,, which, seemed, to, rend, everything, in, the, neighborhood, to, shreds, and, splinters, ., I, sat, up, in, bed, quaking, and, shuddering, ,, waiting, for, the, destruction, of, the, world, ,, and, expecting, it, ., To, me, there, was, nothing, strange, or, incongruous, in, heaven, 's, making, such, an, uproar, about, Lem, Hackett, ., Apparently, it, was, the, right, and, proper, thing, ...]|1
410|[you, have, been, growing, old, ,, your, friends, have, not, been, standing, still, ,, in, that, matter, ., I, noticed, that, the, greatest, changes, observable, were, with, the, women, ,, not, the, men, ., I, saw, men, whom, thirty, years, had, changed, but, slightly, ;, but, their, wives, had, grown, old, ., These, were, good, women, ;, it, is, very, wearing, to, be, good, ., There, was, a, saddler, whom, I, wished, to, see, ;, but, he, was, gone, ., Dead, ,, these, many, years, ,, they, said, ., Once, or, twice, a, day, ,, the, saddler, used, to, go, ...]|1
411|[in, a, cold, sweat, ,, turning, this, new, terror, over, in, the, whirling, chaos, which, did, duty, as, my, mind, ., The, burden, of, my, thought, was, ,, How, much, did, I, divulge, ?, How, much, does, he, know, ?, --, what, a, distress, is, this, uncertainty, !, But, by, and, by, I, evolved, an, idea, --, I, would, wake, my, brother, and, probe, him, with, a, supposititious, case, ., I, shook, him, up, ,, and, said, --, 'Suppose, a, man, should, come, to, you, drunk, --, ', 'This, is, foolish, --, I, never, get, drunk, ., ', 'I, do, ...]|1
412|[from, his, boot, and, proposed, to, carve, me, up, with, it, ,, unless, I, acknowledged, him, to, be, the, only, son, of, the, Devil, ., I, tried, to, compromise, on, an, acknowledgment, that, he, was, the, only, member, of, the, family, I, had, met, ;, but, that, did, not, satisfy, him, ;, he, would, n't, have, any, half-measures, ;, I, must, say, he, was, the, sole, and, only, son, of, the, Devil, --, he, whetted, his, knife, on, his, boot, ., It, did, not, seem, worth, while, to, make, trouble, about, a, little, thing, like, that, ;, so, I, swung, ...]|1
413|[of, cliffs, that, lift, their, awful, fronts, ,, Jovelike, ,, toward, the, blue, depths, of, heaven, ,, bathing, them, in, virgin, atmospheres, that, have, known, no, other, contact, save, that, of, angels, ', wings, ., 'And, next, we, glide, through, silver, waters, ,, amid, lovely, and, stupendous, aspects, of, nature, that, attune, our, hearts, to, adoring, admiration, ,, about, twelve, miles, ,, and, strike, Mount, Vernon, ,, six, hundred, feet, high, ,, with, romantic, ruins, of, a, once, first-class, hotel, perched, far, among, the, cloud, shadows, that, mottle, its, dizzy, heights, --, sole, remnant, of, once-flourishing, Mount, Vernon, ,, town, ...]|1
414|[possible, ,, to, make, room, for, more, --, for, other, people, are, anxious, to, build, ,, as, soon, as, they, can, get, the, use, of, the, streets, to, pile, up, their, bricks, and, stuff, in, ., How, solemn, and, beautiful, is, the, thought, ,, that, the, earliest, pioneer, of, civilization, ,, the, van-leader, of, civilization, ,, is, never, the, steamboat, ,, never, the, railroad, ,, never, the, newspaper, ,, never, the, Sabbath-school, ,, never, the, missionary, --, but, always, whiskey, !, Such, is, the, case, ., Look, history, over, ;, you, will, see, ., The, missionary, comes, after, the, whiskey, ...]|1
415|[hickory, make, the, shores, almost, impenetrable, ,, and, where, one, can, get, a, view, down, some, avenue, in, the, trees, ,, only, the, dim, outlines, of, distant, trunks, can, be, barely, distinguished, in, the, gloom, ., A, few, miles, up, this, river, ,, the, depth, of, water, on, the, banks, was, fully, eight, feet, ,, and, on, all, sides, could, be, seen, ,, still, holding, against, the, strong, current, ,, the, tops, of, cabins, ., Here, and, there, one, overturned, was, surrounded, by, drift-wood, ,, forming, the, nucleus, of, possibly, some, future, island, ., In, order, to, save, coal, ,, ...]|1
416|[that, the, work, of, General, York, is, of, such, a, great, value, ., From, daylight, to, late, at, night, he, is, going, this, way, and, that, ,, cheering, by, his, kindly, words, and, directing, with, calm, judgment, what, is, to, be, done, ., One, unpleasant, story, ,, of, a, certain, merchant, in, New, Orleans, ,, is, told, all, along, the, river, ., It, appears, for, some, years, past, the, planters, have, been, dealing, with, this, individual, ,, and, many, of, them, had, balances, in, his, hands, ., When, the, overflow, came, they, wrote, for, coffee, ,, for, meal, ,, and, ...]|1
417|[to, my, surprise, at, their, contents, ., To, say, that, I, found, not, one, exaggerated, statement, throughout, the, work, is, by, no, means, saying, enough, ., It, is, impossible, for, any, one, who, knows, the, country, not, to, see, that, Captain, Hall, earnestly, sought, out, things, to, admire, and, commend, ., When, he, praises, ,, it, is, with, evident, pleasure, ;, and, when, he, finds, fault, ,, it, is, with, evident, reluctance, and, restraint, ,, excepting, where, motives, purely, patriotic, urge, him, to, state, roundly, what, it, is, for, the, benefit, of, his, country, should, be, known, ., In, fact, ...]|1
418|[', said, he, ., 'There, is, none, but, me, ;, but, let, me, look, ,, ', and, he, opened, the, door, of, the, lodge, ,, when, ,, lo, !, at, a, little, distance, he, saw, the, enraged, animal, coming, on, ,, with, slow, but, powerful, leaps, ., He, closed, the, door, ., 'Yes, ,, ', said, he, ,, 'he, is, indeed, a, great, manito, :, my, grandchildren, ,, you, will, be, the, cause, of, my, losing, my, life, ;, you, asked, my, protection, ,, and, I, granted, it, ;, so, now, ,, come, what, may, ,, I, will, protect, you, ...]|1
419|[young, men, ,, kept, watch, over, it, continually, ., The, former, are, considered, as, manitoes, ., She, said, she, only, wished, to, see, it, ,, and, would, be, satisfied, if, she, could, only, get, to, the, door, of, the, lodge, ., She, knew, she, had, not, sufficient, power, to, take, it, by, force, ., 'Come, with, me, ,, ', said, the, Indian, ,, 'I, will, take, you, there, ., ', They, went, ,, and, they, took, their, seats, near, the, door, ., The, council-lodge, was, filled, with, warriors, ,, amusing, themselves, with, games, ,, and, constantly, keeping, up, a, fire, ...]|1
420|[got, up, and, stretched, his, neck, out, about, a, minute, ,, listening, ., Then, he, says, :, ``, Who, dah, ?, '', He, listened, some, more, ;, then, he, come, tiptoeing, down, and, stood, right, between, us, ;, we, could, a, touched, him, ,, nearly, ., Well, ,, likely, it, was, minutes, and, minutes, that, there, war, n't, a, sound, ,, and, we, all, there, so, close, together, ., There, was, a, place, on, my, ankle, that, got, to, itching, ,, but, I, das, n't, scratch, it, ;, and, then, my, ear, begun, to, itch, ;, and, next, my, back, ...]|1
421|[went, out, in, the, woods, and, turned, it, over, in, my, mind, a, long, time, ,, but, I, could, n't, see, no, advantage, about, it, --, except, for, the, other, people, ;, so, at, last, I, reckoned, I, would, n't, worry, about, it, any, more, ,, but, just, let, it, go, ., Sometimes, the, widow, would, take, me, one, side, and, talk, about, Providence, in, a, way, to, make, a, body, 's, mouth, water, ;, but, maybe, next, day, Miss, Watson, would, take, hold, and, knock, it, all, down, again, ., I, judged, I, could, see, that, there, was, two, ...]|1
422|[black, ., De, white, one, gits, him, to, go, right, a, little, while, ,, den, de, black, one, sail, in, en, bust, it, all, up, ., A, body, ca, n't, tell, yit, which, one, gwyne, to, fetch, him, at, de, las, ', ., But, you, is, all, right, ., You, gwyne, to, have, considable, trouble, in, yo, ', life, ,, en, considable, joy, ., Sometimes, you, gwyne, to, git, hurt, ,, en, sometimes, you, gwyne, to, git, sick, ;, but, every, time, you, 's, gwyne, to, git, well, agin, ., Dey, 's, two, gals, flyin, ', 'bout, you, in, yo, ...]|1
423|[an, old, horse-blanket, nailed, against, the, logs, at, the, far, end, of, the, cabin, behind, the, table, ,, to, keep, the, wind, from, blowing, through, the, chinks, and, putting, the, candle, out, ., I, got, under, the, table, and, raised, the, blanket, ,, and, went, to, work, to, saw, a, section, of, the, big, bottom, log, out, --, big, enough, to, let, me, through, ., Well, ,, it, was, a, good, long, job, ,, but, I, was, getting, towards, the, end, of, it, when, I, heard, pap, 's, gun, in, the, woods, ., I, got, rid, of, the, signs, of, ...]|1
424|[drawing, a, bead, on, a, bird, with, his, gun, ., So, he, had, n't, seen, anything, ., When, he, got, along, I, was, hard, at, it, taking, up, a, ``, trot, '', line, ., He, abused, me, a, little, for, being, so, slow, ;, but, I, told, him, I, fell, in, the, river, ,, and, that, was, what, made, me, so, long, ., I, knowed, he, would, see, I, was, wet, ,, and, then, he, would, be, asking, questions, ., We, got, five, catfish, off, the, lines, and, went, home, ., While, we, laid, off, after, breakfast, to, sleep, up, ...]|1
425|[and, done, it, ., So, there, ai, n't, no, doubt, but, there, is, something, in, that, thing, --, that, is, ,, there, 's, something, in, it, when, a, body, like, the, widow, or, the, parson, prays, ,, but, it, do, n't, work, for, me, ,, and, I, reckon, it, do, n't, work, for, only, just, the, right, kind, ., I, lit, a, pipe, and, had, a, good, long, smoke, ,, and, went, on, watching, ., The, ferryboat, was, floating, with, the, current, ,, and, I, allowed, I, 'd, have, a, chance, to, see, who, was, aboard, when, she, come, along, ...]|1
426|[arter, dark, in, de, evenin, ', ., De, yuther, servants, wouldn, ', miss, me, ,, kase, dey, 'd, shin, out, en, take, holiday, soon, as, de, ole, folks, 'uz, out'n, de, way, ., ``, Well, ,, when, it, come, dark, I, tuck, out, up, de, river, road, ,, en, went, 'bout, two, mile, er, more, to, whah, dey, war, n't, no, houses, ., I, 'd, made, up, my, mine, 'bout, what, I, 's, agwyne, to, do, ., You, see, ,, ef, I, kep, ', on, tryin, ', to, git, away, afoot, ,, de, dogs, 'ud, track, me, ;, ef, I, ...]|1
427|[him, at, all, ., Jim, throwed, some, old, rags, over, him, ,, but, he, need, n't, done, it, ;, I, did, n't, want, to, see, him, ., There, was, heaps, of, old, greasy, cards, scattered, around, over, the, floor, ,, and, old, whisky, bottles, ,, and, a, couple, of, masks, made, out, of, black, cloth, ;, and, all, over, the, walls, was, the, ignorantest, kind, of, words, and, pictures, made, with, charcoal, ., There, was, two, old, dirty, calico, dresses, ,, and, a, sun-bonnet, ,, and, some, women, 's, underclothes, hanging, against, the, wall, ,, and, some, men, 's, clothing, ...]|1
428|[,, and, he, 'll, walk, in, Huck, 's, money, as, easy, as, nothing, ., '', ``, Yes, ,, I, reckon, so, ,, 'm, ., I, do, n't, see, nothing, in, the, way, of, it, ., Has, everybody, quit, thinking, the, nigger, done, it, ?, '', ``, Oh, ,, no, ,, not, everybody, ., A, good, many, thinks, he, done, it, ., But, they, 'll, get, the, nigger, pretty, soon, now, ,, and, maybe, they, can, scare, it, out, of, him, ., '', ``, Why, ,, are, they, after, him, yet, ?, '', ``, Well, ,, you, 're, innocent, ,, ai, ...]|1
429|[to, come, on, dark, we, poked, our, heads, out, of, the, cottonwood, thicket, ,, and, looked, up, and, down, and, across, ;, nothing, in, sight, ;, so, Jim, took, up, some, of, the, top, planks, of, the, raft, and, built, a, snug, wigwam, to, get, under, in, blazing, weather, and, rainy, ,, and, to, keep, the, things, dry, ., Jim, made, a, floor, for, the, wigwam, ,, and, raised, it, a, foot, or, more, above, the, level, of, the, raft, ,, so, now, the, blankets, and, all, the, traps, was, out, of, reach, of, steamboat, waves, ., Right, in, the, ...]|1
430|[prowled, again, ., We, struck, for, the, stern, of, the, texas, ,, and, found, it, ,, and, then, scrabbled, along, forwards, on, the, skylight, ,, hanging, on, from, shutter, to, shutter, ,, for, the, edge, of, the, skylight, was, in, the, water, ., When, we, got, pretty, close, to, the, cross-hall, door, there, was, the, skiff, ,, sure, enough, !, I, could, just, barely, see, her, ., I, felt, ever, so, thankful, ., In, another, second, I, would, a, been, aboard, of, her, ,, but, just, then, the, door, opened, ., One, of, the, men, stuck, his, head, out, only, ...]|1
431|[wise, man, nuther, ., He, had, some, er, de, dad-fetchedes, ', ways, I, ever, see, ., Does, you, know, 'bout, dat, chile, dat, he, 'uz, gwyne, to, chop, in, two, ?, '', ``, Yes, ,, the, widow, told, me, all, about, it, ., '', ``, WELL, ,, den, !, Warn, ', dat, de, beatenes, ', notion, in, de, worl, ', ?, You, jes, ', take, en, look, at, it, a, minute, ., Dah, 's, de, stump, ,, dah, --, dat, 's, one, er, de, women, ;, heah, 's, you, --, dat, 's, de, yuther, one, ;, I, 's, Sollermun, ;, ...]|1
432|[., '', ``, I, is, ,, is, I, ?, Well, ,, you, answer, me, dis, :, Did, n't, you, tote, out, de, line, in, de, canoe, fer, to, make, fas, ', to, de, tow-head, ?, '', ``, No, ,, I, did, n't, ., What, tow-head, ?, I, hai, n't, see, no, tow-head, ., '', ``, You, hai, n't, seen, no, towhead, ?, Looky, here, ,, did, n't, de, line, pull, loose, en, de, raf, ', go, a-hummin, ', down, de, river, ,, en, leave, you, en, de, canoe, behine, in, de, fog, ?, '', ``, What, fog, ?, '', ``, ...]|1
433|[devil, ,, there, 's, something, in, that, ., We, are, right, down, sorry, for, you, ,, but, we, --, well, ,, hang, it, ,, we, do, n't, want, the, small-pox, ,, you, see, ., Look, here, ,, I, 'll, tell, you, what, to, do, ., Do, n't, you, try, to, land, by, yourself, ,, or, you, 'll, smash, everything, to, pieces, ., You, float, along, down, about, twenty, miles, ,, and, you, 'll, come, to, a, town, on, the, left-hand, side, of, the, river, ., It, will, be, long, after, sun-up, then, ,, and, when, you, ask, for, help, you, ...]|1
434|[bigger, than, me, ., He, had, n't, on, anything, but, a, shirt, ,, and, he, was, very, frowzy-headed, ., He, came, in, gaping, and, digging, one, fist, into, his, eyes, ,, and, he, was, dragging, a, gun, along, with, the, other, one, ., He, says, :, ``, Ai, n't, they, no, Shepherdsons, around, ?, '', They, said, ,, no, ,, 't, was, a, false, alarm, ., ``, Well, ,, '', he, says, ,, ``, if, they, 'd, a, ben, some, ,, I, reckon, I, 'd, a, got, one, ., '', They, all, laughed, ,, and, Bob, says, :, ``, Why, ...]|1
435|[worth, as, much, in, a, man, as, it, is, in, a, horse, ,, so, the, Widow, Douglas, said, ,, and, nobody, ever, denied, that, she, was, of, the, first, aristocracy, in, our, town, ;, and, pap, he, always, said, it, ,, too, ,, though, he, war, n't, no, more, quality, than, a, mudcat, himself, ., Col., Grangerford, was, very, tall, and, very, slim, ,, and, had, a, darkish-paly, complexion, ,, not, a, sign, of, red, in, it, anywheres, ;, he, was, clean, shaved, every, morning, all, over, his, thin, face, ,, and, he, had, the, thinnest, kind, of, lips, ,, ...]|1
436|[heard, me, yell, every, time, ,, but, das, n't, answer, ,, because, he, did, n't, want, nobody, to, pick, HIM, up, and, take, him, into, slavery, again, ., Says, he, :, ``, I, got, hurt, a, little, ,, en, could, n't, swim, fas, ', ,, so, I, wuz, a, considable, ways, behine, you, towards, de, las, ', ;, when, you, landed, I, reck'ned, I, could, ketch, up, wid, you, on, de, lan, ', 'dout, havin, ', to, shout, at, you, ,, but, when, I, see, dat, house, I, begin, to, go, slow, ., I, 'uz, off, too, fur, to, hear, ...]|1
437|[what, done, it, ,, and, maybe, see, a, steamboat, coughing, along, up-stream, ,, so, far, off, towards, the, other, side, you, could, n't, tell, nothing, about, her, only, whether, she, was, a, stern-wheel, or, side-wheel, ;, then, for, about, an, hour, there, would, n't, be, nothing, to, hear, nor, nothing, to, see, --, just, solid, lonesomeness, ., Next, you, 'd, see, a, raft, sliding, by, ,, away, off, yonder, ,, and, maybe, a, galoot, on, it, chopping, ,, because, they, 're, most, always, doing, it, on, a, raft, ;, you, 'd, see, the, axe, flash, and, come, down, --, you, ...]|1
438|[the, duke, 's, great-grandfather, and, all, the, other, Dukes, of, Bilgewater, was, a, good, deal, thought, of, by, HIS, father, ,, and, was, allowed, to, come, to, the, palace, considerable, ;, but, the, duke, stayed, huffy, a, good, while, ,, till, by, and, by, the, king, says, :, ``, Like, as, not, we, got, to, be, together, a, blamed, long, time, on, this, h-yer, raft, ,, Bilgewater, ,, and, so, what, 's, the, use, o, ', your, bein, ', sour, ?, It, 'll, only, make, things, oncomfortable, ., It, ai, n't, my, fault, I, war, n't, born, a, duke, ,, ...]|1
439|[any, more, ,, on, account, of, the, shouting, and, crying, ., Folks, got, up, everywheres, in, the, crowd, ,, and, worked, their, way, just, by, main, strength, to, the, mourners, ', bench, ,, with, the, tears, running, down, their, faces, ;, and, when, all, the, mourners, had, got, up, there, to, the, front, benches, in, a, crowd, ,, they, sung, and, shouted, and, flung, themselves, down, on, the, straw, ,, just, crazy, and, wild, ., Well, ,, the, first, I, knowed, the, king, got, a-going, ,, and, you, could, hear, him, over, everybody, ;, and, next, he, went, a-charging, up, ...]|1
440|[yellow, straw, hats, most, as, wide, as, an, umbrella, ,, but, did, n't, wear, no, coats, nor, waistcoats, ,, they, called, one, another, Bill, ,, and, Buck, ,, and, Hank, ,, and, Joe, ,, and, Andy, ,, and, talked, lazy, and, drawly, ,, and, used, considerable, many, cuss, words, ., There, was, as, many, as, one, loafer, leaning, up, against, every, awning-post, ,, and, he, most, always, had, his, hands, in, his, britches-pockets, ,, except, when, he, fetched, them, out, to, lend, a, chaw, of, tobacco, or, scratch, ., What, a, body, was, hearing, amongst, them, all, the, time, was, ...]|1
441|[man, all, by, himself, ,, has, stopped, a, stage, full, of, men, in, the, daytime, ,, and, robbed, the, lot, ., Your, newspapers, call, you, a, brave, people, so, much, that, you, think, you, are, braver, than, any, other, people, --, whereas, you, 're, just, AS, brave, ,, and, no, braver, ., Why, do, n't, your, juries, hang, murderers, ?, Because, they, 're, afraid, the, man, 's, friends, will, shoot, them, in, the, back, ,, in, the, dark, --, and, it, 's, just, what, they, WOULD, do, ., ``, So, they, always, acquit, ;, and, then, a, MAN, goes, in, ...]|1
442|[all, alike, ,, '', ``, But, ,, Huck, ,, dese, kings, o, ', ourn, is, reglar, rapscallions, ;, dat, 's, jist, what, dey, is, ;, dey, 's, reglar, rapscallions, ., '', ``, Well, ,, that, 's, what, I, 'm, a-saying, ;, all, kings, is, mostly, rapscallions, ,, as, fur, as, I, can, make, out, ., '', ``, Is, dat, so, ?, '', ``, You, read, about, them, once, --, you, 'll, see, ., Look, at, Henry, the, Eight, ;, this, 'n, 's, a, Sunday-school, Superintendent, to, HIM, ., And, look, at, Charles, Second, ,, and, Louis, Fourteen, ,, and, Louis, ...]|1
443|[all, ,, you, know, ., '', ``, Too, bad, ,, too, bad, he, could, n't, a, lived, to, see, his, brothers, ,, poor, soul, ., You, going, to, Orleans, ,, you, say, ?, '', ``, Yes, ,, but, that, ai, n't, only, a, part, of, it, ., I, 'm, going, in, a, ship, ,, next, Wednesday, ,, for, Ryo, Janeero, ,, where, my, uncle, lives, ., '', ``, It, 's, a, pretty, long, journey, ., But, it, 'll, be, lovely, ;, wisht, I, was, a-going, ., Is, Mary, Jane, the, oldest, ?, How, old, is, the, others, ?, '', ``, ...]|1
444|[THE, GIRLS, ., '', ``, Good, land, ,, duke, ,, lem, me, hug, you, !, It, 's, the, most, dazzling, idea, 'at, ever, a, man, struck, ., You, have, cert'nly, got, the, most, astonishin, ', head, I, ever, see, ., Oh, ,, this, is, the, boss, dodge, ,, ther, ', ai, n't, no, mistake, 'bout, it, ., Let, 'em, fetch, along, their, suspicions, now, if, they, want, to, --, this, 'll, lay, 'em, out, ., '', When, we, got, up-stairs, everybody, gethered, around, the, table, ,, and, the, king, he, counted, it, and, stacked, it, up, ,, three, hundred, dollars, ...]|1
445|[telling, me, a, lot, of, lies, ?, '', ``, Honest, injun, ,, '', says, I, ., ``, None, of, it, at, all, ?, '', ``, None, of, it, at, all, ., Not, a, lie, in, it, ,, '', says, I, ., ``, Lay, your, hand, on, this, book, and, say, it, ., '', I, see, it, war, n't, nothing, but, a, dictionary, ,, so, I, laid, my, hand, on, it, and, said, it, ., So, then, she, looked, a, little, better, satisfied, ,, and, says, :, ``, Well, ,, then, ,, I, 'll, believe, some, of, it, ;, but, I, ...]|1
446|[set, down, and, worked, it, ,, and, it, was, pretty, skreeky, and, colicky, ,, and, everybody, joined, in, and, sung, ,, and, Peter, was, the, only, one, that, had, a, good, thing, ,, according, to, my, notion, ., Then, the, Reverend, Hobson, opened, up, ,, slow, and, solemn, ,, and, begun, to, talk, ;, and, straight, off, the, most, outrageous, row, busted, out, in, the, cellar, a, body, ever, heard, ;, it, was, only, one, dog, ,, but, he, made, a, most, powerful, racket, ,, and, he, kept, it, up, right, along, ;, the, parson, he, had, to, stand, there, ...]|1
447|[BEFORE, you, go, to, Mr., Lothrop, 's, ,, or, --, '', ``, Oh, ,, '', she, says, ,, ``, what, am, I, THINKING, about, !, '', she, says, ,, and, set, right, down, again, ., ``, Do, n't, mind, what, I, said, --, please, do, n't, --, you, WO, N'T, ,, now, ,, WILL, you, ?, '', Laying, her, silky, hand, on, mine, in, that, kind, of, a, way, that, I, said, I, would, die, first, ., ``, I, never, thought, ,, I, was, so, stirred, up, ,, '', she, says, ;, ``, now, go, on, ,, and, I, wo, ...]|1
448|[and, a, kiss, ,, and, say, I, 've, run, over, the, river, to, see, Mr., ', --, Mr., --, what, IS, the, name, of, that, rich, family, your, uncle, Peter, used, to, think, so, much, of, ?, --, I, mean, the, one, that, --, '', ``, Why, ,, you, must, mean, the, Apthorps, ,, ai, n't, it, ?, '', ``, Of, course, ;, bother, them, kind, of, names, ,, a, body, ca, n't, ever, seem, to, remember, them, ,, half, the, time, ,, somehow, ., Yes, ,, she, said, ,, say, she, has, run, over, for, to, ask, the, Apthorps, ...]|1
449|[king, did, n't, have, to, brace, up, mighty, quick, ,, or, he, 'd, a, squshed, down, like, a, bluff, bank, that, the, river, has, cut, under, ,, it, took, him, so, sudden, ;, and, ,, mind, you, ,, it, was, a, thing, that, was, calculated, to, make, most, ANYBODY, sqush, to, get, fetched, such, a, solid, one, as, that, without, any, notice, ,, because, how, was, HE, going, to, know, what, was, tattooed, on, the, man, ?, He, whitened, a, little, ;, he, could, n't, help, it, ;, and, it, was, mighty, still, in, there, ,, and, everybody, bending, a, ...]|1
450|[--, I, OWN, UP, !, '', I, was, very, glad, to, hear, him, say, that, ;, it, made, me, feel, much, more, easier, than, what, I, was, feeling, before, ., So, the, duke, took, his, hands, off, and, says, :, ``, If, you, ever, deny, it, again, I, 'll, drown, you, ., It, 's, WELL, for, you, to, set, there, and, blubber, like, a, baby, --, it, 's, fitten, for, you, ,, after, the, way, you, 've, acted, ., I, never, see, such, an, old, ostrich, for, wanting, to, gobble, everything, --, and, I, a-trusting, you, all, the, time, ,, ...]|1
451|[to, thinking, over, how, to, get, at, it, ,, and, turned, over, some, considerable, many, ways, in, my, mind, ;, and, at, last, fixed, up, a, plan, that, suited, me, ., So, then, I, took, the, bearings, of, a, woody, island, that, was, down, the, river, a, piece, ,, and, as, soon, as, it, was, fairly, dark, I, crept, out, with, my, raft, and, went, for, it, ,, and, hid, it, there, ,, and, then, turned, in, ., I, slept, the, night, through, ,, and, got, up, before, it, was, light, ,, and, had, my, breakfast, ,, and, put, on, ...]|1
452|[to, amputate, him, ., But, it, did, n't, save, him, ., Yes, ,, it, was, mortification, --, that, was, it, ., He, turned, blue, all, over, ,, and, died, in, the, hope, of, a, glorious, resurrection, ., They, say, he, was, a, sight, to, look, at, ., Your, uncle, 's, been, up, to, the, town, every, day, to, fetch, you, ., And, he, 's, gone, again, ,, not, more'n, an, hour, ago, ;, he, 'll, be, back, any, minute, now, ., You, must, a, met, him, on, the, road, ,, did, n't, you, ?, --, oldish, man, ,, with, a, ...]|1
453|[s'rp, --, Why, ,, what, do, you, reckon, I, am, ?, I, 've, a, good, notion, to, take, and, --, Say, ,, what, do, you, mean, by, kissing, me, ?, '', He, looked, kind, of, humble, ,, and, says, :, ``, I, did, n't, mean, nothing, ,, m'am, ., I, did, n't, mean, no, harm, ., I, --, I, --, thought, you, 'd, like, it, ., '', ``, Why, ,, you, born, fool, !, '', She, took, up, the, spinning, stick, ,, and, it, looked, like, it, was, all, she, could, do, to, keep, from, giving, him, a, crack, with, ...]|1
454|[a, cabin, and, had, n't, no, connection, with, it, ;, and, there, war, n't, no, floor, to, the, shed, ,, nor, nothing, in, it, but, some, old, rusty, played-out, hoes, and, spades, and, picks, and, a, crippled, plow, ., The, match, went, out, ,, and, so, did, we, ,, and, shoved, in, the, staple, again, ,, and, the, door, was, locked, as, good, as, ever, ., Tom, was, joyful, ., He, says, ;, ``, Now, we, 're, all, right, ., We, 'll, DIG, him, out, ., It, 'll, take, about, a, week, !, '', Then, we, started, for, the, house, ...]|1
455|['', ``, Jim, ai, n't, got, no, tin, plates, ., They, feed, him, in, a, pan, ., '', ``, That, ai, n't, nothing, ;, we, can, get, him, some, ., '', ``, Ca, n't, nobody, READ, his, plates, ., '', ``, That, ai, n't, got, anything, to, DO, with, it, ,, Huck, Finn, ., All, HE, 'S, got, to, do, is, to, write, on, the, plate, and, throw, it, out, ., You, do, n't, HAVE, to, be, able, to, read, it, ., Why, ,, half, the, time, you, ca, n't, read, anything, a, prisoner, writes, on, a, tin, plate, ,, ...]|1
456|[on, the, lookout, ,, and, not, be, surprised, ,, and, not, let, Nat, see, him, open, them, ;, and, we, would, put, small, things, in, uncle, 's, coat-pockets, and, he, must, steal, them, out, ;, and, we, would, tie, things, to, aunt, 's, apron-strings, or, put, them, in, her, apron-pocket, ,, if, we, got, a, chance, ;, and, told, him, what, they, would, be, and, what, they, was, for, ., And, told, him, how, to, keep, a, journal, on, the, shirt, with, his, blood, ,, and, all, that, ., He, told, him, everything, ., Jim, he, could, n't, see, no, ...]|1
457|[one, ,, and, they, come, out, nine, ,, same, as, the, other, time, ., Well, ,, she, WAS, in, a, tearing, way, --, just, a-trembling, all, over, ,, she, was, so, mad, ., But, she, counted, and, counted, till, she, got, that, addled, she, 'd, start, to, count, in, the, basket, for, a, spoon, sometimes, ;, and, so, ,, three, times, they, come, out, right, ,, and, three, times, they, come, out, wrong, ., Then, she, grabbed, up, the, basket, and, slammed, it, across, the, house, and, knocked, the, cat, galley-west, ;, and, she, said, cle'r, out, and, let, her, ...]|1
458|[go, ,, let, it, go, ,, if, you, 're, so, bull-headed, about, it, ., We, can, get, you, some, garter-snakes, ,, and, you, can, tie, some, buttons, on, their, tails, ,, and, let, on, they, 're, rattlesnakes, ,, and, I, reckon, that, 'll, have, to, do, ., '', ``, I, k'n, stan, ', DEM, ,, Mars, Tom, ,, but, blame, ', 'f, I, couldn, ', get, along, widout, um, ,, I, tell, you, dat, ., I, never, knowed, b'fo, ', 't, was, so, much, bother, and, trouble, to, be, a, prisoner, ., '', ``, Well, ,, it, ALWAYS, is, when, ...]|1
459|[one, of, a, coffin, on, the, back, door, ., I, never, see, a, family, in, such, a, sweat, ., They, could, n't, a, been, worse, scared, if, the, place, had, a, been, full, of, ghosts, laying, for, them, behind, everything, and, under, the, beds, and, shivering, through, the, air, ., If, a, door, banged, ,, Aunt, Sally, she, jumped, and, said, ``, ouch, !, '', if, anything, fell, ,, she, jumped, and, said, ``, ouch, !, '', if, you, happened, to, touch, her, ,, when, she, war, n't, noticing, ,, she, done, the, same, ;, she, could, n't, face, noway, ...]|1
